"id","room_type","status","date_reservation","time_reservation","days_of_week","check_in_date","check_out_date","sales_price","d2_hotel_occupancy","average_competitor_price","average_competitor_room_availability","no_of_reservations","created_at","updated_at"
"8447","Super Deluxe Twin","Confirmed","2024-01-27","17:53:00","Sunday","2024-02-04","2024-02-09","49500.00","0.88","10574.29","35","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8448","Junior Suite","Confirmed","2024-01-07","20:05:00","Sunday","2024-02-04","2024-02-05","23100.00","1.32","22434.74","45","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8449","Super Deluxe King","Confirmed","2024-01-24","10:01:00","Sunday","2024-02-04","2024-02-06","23100.00","1.75","11342.69","50","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8450","Junior Suite","Confirmed","2024-01-20","13:11:00","Sunday","2024-02-04","2024-02-05","23100.00","2.19","22434.74","14","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8451","Panorama Ocean Suite","Confirmed","2024-01-28","19:21:00","Sunday","2024-02-04","2024-02-05","39600.00","2.63","35842.14","20","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8452","Panorama Ocean Suite","Confirmed","2024-01-06","18:36:00","Sunday","2024-02-04","2024-02-05","39600.00","3.07","35842.14","39","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8453","Super Deluxe Twin","Confirmed","2024-01-31","18:49:00","Sunday","2024-02-04","2024-02-07","29700.00","3.51","10574.29","19","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8454","Super Deluxe King","Confirmed","2024-01-05","11:27:00","Sunday","2024-02-04","2024-02-07","34650.00","3.95","11342.69","12","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8455","Infinity Sea View","Confirmed","2024-01-09","14:29:00","Sunday","2024-02-04","2024-02-06","33000.00","4.39","14905.54","35","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8456","Super Deluxe King","Confirmed","2024-01-14","12:19:00","Sunday","2024-02-04","2024-02-05","11550.00","4.82","11342.69","12","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8457","Junior Suite","Confirmed","2024-01-17","16:16:00","Sunday","2024-02-04","2024-02-06","46200.00","5.26","22434.74","36","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8458","Super Deluxe Twin","Confirmed","2024-01-11","13:46:00","Sunday","2024-02-04","2024-02-09","49500.00","5.70","10574.29","46","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8459","Infinity Sea View","Confirmed","2024-01-15","10:59:00","Sunday","2024-02-04","2024-02-09","82500.00","6.14","14905.54","20","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8460","Junior Suite","Confirmed","2024-01-14","18:06:00","Sunday","2024-02-04","2024-02-05","23100.00","6.58","22434.74","21","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8461","Super Deluxe King","Confirmed","2024-02-03","09:00:00","Sunday","2024-02-04","2024-02-07","34650.00","7.02","11342.69","37","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8462","Super Deluxe King","Confirmed","2024-01-22","18:32:00","Sunday","2024-02-04","2024-02-05","11550.00","7.46","11342.69","45","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8463","Panorama Ocean Suite","Confirmed","2024-01-21","20:47:00","Sunday","2024-02-04","2024-02-09","198000.00","7.89","35842.14","27","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8464","Super Deluxe Twin","Confirmed","2024-01-05","08:41:00","Sunday","2024-02-04","2024-02-06","19800.00","8.33","10574.29","29","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8465","Panorama Ocean Suite","Confirmed","2024-01-27","12:24:00","Sunday","2024-02-04","2024-02-09","198000.00","8.77","35842.14","20","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8466","Super Deluxe Twin","Confirmed","2024-01-25","10:26:00","Sunday","2024-02-04","2024-02-09","49500.00","9.21","10574.29","19","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8467","Junior Suite","Confirmed","2024-01-27","12:26:00","Sunday","2024-02-04","2024-02-09","115500.00","9.65","22434.74","30","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8468","Super Deluxe King","Confirmed","2024-01-25","15:36:00","Sunday","2024-02-04","2024-02-05","11550.00","10.09","11342.69","26","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8469","Infinity Sea View","Confirmed","2024-01-27","11:11:00","Sunday","2024-02-04","2024-02-05","16500.00","10.53","14905.54","29","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8470","Junior Suite","Confirmed","2024-01-28","12:20:00","Sunday","2024-02-04","2024-02-07","69300.00","10.96","22434.74","27","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8471","Junior Suite","Confirmed","2024-02-04","08:35:00","Monday","2024-02-05","2024-02-06","21000.00","0.44","21176.53","28","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8472","Super Deluxe Twin","Confirmed","2024-01-20","13:18:00","Monday","2024-02-05","2024-02-06","9000.00","0.88","9490.62","48","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8473","Super Deluxe King","Confirmed","2024-01-09","18:32:00","Monday","2024-02-05","2024-02-06","10500.00","1.32","9302.40","39","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8474","Infinity Sea View","Confirmed","2024-01-14","10:32:00","Monday","2024-02-05","2024-02-06","15000.00","1.75","13471.82","16","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8475","Super Deluxe Twin","Confirmed","2024-01-30","18:05:00","Monday","2024-02-05","2024-02-08","27000.00","2.19","9490.62","32","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8476","Panorama Ocean Suite","Confirmed","2024-01-18","10:32:00","Monday","2024-02-05","2024-02-06","36000.00","2.63","34432.49","12","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8477","Infinity Sea View","Confirmed","2024-01-24","11:48:00","Monday","2024-02-05","2024-02-07","30000.00","3.07","13471.82","29","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8478","Junior Suite","Confirmed","2024-01-23","14:39:00","Monday","2024-02-05","2024-02-10","105000.00","3.51","21176.53","20","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8479","Panorama Ocean Suite","Confirmed","2024-01-12","09:00:00","Monday","2024-02-05","2024-02-07","72000.00","3.95","34432.49","34","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8480","Junior Suite","Confirmed","2024-01-09","10:16:00","Monday","2024-02-05","2024-02-09","84000.00","4.39","21176.53","17","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8481","Junior Suite","Confirmed","2024-01-09","12:27:00","Monday","2024-02-05","2024-02-06","21000.00","4.82","21176.53","13","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8482","Junior Suite","Confirmed","2024-01-23","20:08:00","Monday","2024-02-05","2024-02-07","42000.00","5.26","21176.53","12","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8483","Super Deluxe Twin","Confirmed","2024-01-16","13:18:00","Monday","2024-02-05","2024-02-08","27000.00","5.70","9490.62","33","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8484","Infinity Sea View","Confirmed","2024-01-22","14:22:00","Monday","2024-02-05","2024-02-07","30000.00","6.14","13471.82","30","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8485","Super Deluxe Twin","Confirmed","2024-01-21","20:56:00","Monday","2024-02-05","2024-02-07","18000.00","6.58","9490.62","24","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8486","Super Deluxe King","Confirmed","2024-01-08","17:24:00","Monday","2024-02-05","2024-02-06","10500.00","7.02","9302.40","25","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8487","Infinity Sea View","Confirmed","2024-01-16","13:19:00","Tuesday","2024-02-06","2024-02-09","45000.00","0.44","12842.59","29","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8488","Junior Suite","Confirmed","2024-01-09","17:11:00","Tuesday","2024-02-06","2024-02-09","63000.00","0.88","20673.48","17","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8489","Super Deluxe King","Confirmed","2024-01-29","12:03:00","Tuesday","2024-02-06","2024-02-08","21000.00","1.32","10254.49","34","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8490","Super Deluxe Twin","Confirmed","2024-01-13","08:46:00","Tuesday","2024-02-06","2024-02-07","9000.00","1.75","9876.55","28","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8491","Infinity Sea View","Confirmed","2024-01-13","14:54:00","Tuesday","2024-02-06","2024-02-09","45000.00","2.19","12842.59","47","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8492","Super Deluxe King","Confirmed","2024-01-22","13:52:00","Tuesday","2024-02-06","2024-02-10","42000.00","2.63","10254.49","16","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8493","Infinity Sea View","Confirmed","2024-02-03","17:31:00","Tuesday","2024-02-06","2024-02-08","30000.00","3.07","12842.59","23","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8494","Infinity Sea View","Confirmed","2024-02-01","12:49:00","Tuesday","2024-02-06","2024-02-09","45000.00","3.51","12842.59","10","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8495","Super Deluxe King","Confirmed","2024-01-25","12:53:00","Tuesday","2024-02-06","2024-02-11","52500.00","3.95","10254.49","49","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8496","Junior Suite","Confirmed","2024-01-28","16:58:00","Tuesday","2024-02-06","2024-02-08","42000.00","4.39","20673.48","17","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8497","Super Deluxe King","Confirmed","2024-01-09","16:02:00","Tuesday","2024-02-06","2024-02-11","52500.00","4.82","10254.49","23","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8498","Super Deluxe Twin","Confirmed","2024-01-31","16:35:00","Tuesday","2024-02-06","2024-02-07","9000.00","5.26","9876.55","44","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8499","Panorama Ocean Suite","Confirmed","2024-01-27","09:36:00","Tuesday","2024-02-06","2024-02-08","72000.00","5.70","34856.11","26","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8500","Junior Suite","Confirmed","2024-02-03","10:44:00","Tuesday","2024-02-06","2024-02-07","21000.00","6.14","20673.48","36","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8501","Panorama Ocean Suite","Confirmed","2024-01-24","13:32:00","Tuesday","2024-02-06","2024-02-07","36000.00","6.58","34856.11","50","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8502","Super Deluxe Twin","Confirmed","2024-01-17","15:57:00","Tuesday","2024-02-06","2024-02-08","18000.00","7.02","9876.55","25","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8503","Panorama Ocean Suite","Confirmed","2024-01-09","13:07:00","Tuesday","2024-02-06","2024-02-11","180000.00","7.46","34856.11","38","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8504","Super Deluxe King","Confirmed","2024-01-27","16:22:00","Tuesday","2024-02-06","2024-02-11","52500.00","7.89","10254.49","45","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8505","Junior Suite","Confirmed","2024-01-22","13:30:00","Tuesday","2024-02-06","2024-02-11","105000.00","8.33","20673.48","17","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8506","Super Deluxe Twin","Confirmed","2024-01-11","16:14:00","Tuesday","2024-02-06","2024-02-08","18000.00","8.77","9876.55","16","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8507","Junior Suite","Confirmed","2024-01-14","08:46:00","Wednesday","2024-02-07","2024-02-11","84000.00","0.44","21344.21","46","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8508","Panorama Ocean Suite","Confirmed","2024-01-12","15:38:00","Wednesday","2024-02-07","2024-02-11","144000.00","0.88","33239.90","11","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8509","Super Deluxe King","Confirmed","2024-01-25","15:54:00","Wednesday","2024-02-07","2024-02-09","21000.00","1.32","10167.18","24","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8510","Super Deluxe Twin","Confirmed","2024-01-18","11:19:00","Wednesday","2024-02-07","2024-02-10","27000.00","1.75","9249.50","35","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8511","Super Deluxe Twin","Confirmed","2024-01-08","15:53:00","Wednesday","2024-02-07","2024-02-08","9000.00","2.19","9249.50","38","1","2025-02-28 07:37:44","2025-02-28 07:37:44"
"8512","Super Deluxe King","Confirmed","2024-01-14","08:37:00","Wednesday","2024-02-07","2024-02-08","10500.00","2.63","10167.18","25","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8513","Super Deluxe King","Confirmed","2024-02-06","16:59:00","Wednesday","2024-02-07","2024-02-12","52500.00","3.07","10167.18","27","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8514","Infinity Sea View","Confirmed","2024-01-21","20:48:00","Wednesday","2024-02-07","2024-02-11","60000.00","3.51","13432.14","24","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8515","Super Deluxe King","Confirmed","2024-01-21","12:29:00","Wednesday","2024-02-07","2024-02-09","21000.00","3.95","10167.18","37","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8516","Junior Suite","Confirmed","2024-01-21","08:50:00","Wednesday","2024-02-07","2024-02-08","21000.00","4.39","21344.21","46","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8517","Super Deluxe King","Confirmed","2024-01-17","18:28:00","Wednesday","2024-02-07","2024-02-12","52500.00","4.82","10167.18","40","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8518","Panorama Ocean Suite","Confirmed","2024-01-09","19:41:00","Wednesday","2024-02-07","2024-02-11","144000.00","5.26","33239.90","10","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8519","Junior Suite","Confirmed","2024-01-28","19:26:00","Wednesday","2024-02-07","2024-02-10","63000.00","5.70","21344.21","28","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8520","Super Deluxe Twin","Confirmed","2024-01-27","18:44:00","Wednesday","2024-02-07","2024-02-09","18000.00","6.14","9249.50","11","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8521","Super Deluxe King","Confirmed","2024-01-22","15:57:00","Wednesday","2024-02-07","2024-02-09","21000.00","6.58","10167.18","36","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8522","Infinity Sea View","Confirmed","2024-01-24","17:53:00","Wednesday","2024-02-07","2024-02-10","45000.00","7.02","13432.14","40","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8523","Panorama Ocean Suite","Confirmed","2024-01-28","14:09:00","Wednesday","2024-02-07","2024-02-10","108000.00","7.46","33239.90","29","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8524","Super Deluxe Twin","Confirmed","2024-01-29","17:38:00","Wednesday","2024-02-07","2024-02-12","45000.00","7.89","9249.50","19","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8525","Infinity Sea View","Confirmed","2024-01-30","12:30:00","Thursday","2024-02-08","2024-02-09","15000.00","0.44","13138.97","34","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8526","Junior Suite","Confirmed","2024-01-10","20:43:00","Thursday","2024-02-08","2024-02-10","42000.00","0.88","21173.24","28","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8527","Panorama Ocean Suite","Confirmed","2024-01-13","19:40:00","Thursday","2024-02-08","2024-02-10","72000.00","1.32","33464.27","44","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8528","Panorama Ocean Suite","Confirmed","2024-01-12","10:00:00","Thursday","2024-02-08","2024-02-10","72000.00","1.75","33464.27","40","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8529","Junior Suite","Confirmed","2024-01-17","13:30:00","Thursday","2024-02-08","2024-02-10","42000.00","2.19","21173.24","16","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8530","Junior Suite","Confirmed","2024-01-18","14:58:00","Thursday","2024-02-08","2024-02-10","42000.00","2.63","21173.24","46","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8531","Super Deluxe Twin","Confirmed","2024-01-09","20:45:00","Thursday","2024-02-08","2024-02-10","18000.00","3.07","9601.17","46","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8532","Infinity Sea View","Confirmed","2024-02-01","13:58:00","Thursday","2024-02-08","2024-02-09","15000.00","3.51","13138.97","39","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8533","Infinity Sea View","Confirmed","2024-01-13","19:53:00","Thursday","2024-02-08","2024-02-12","60000.00","3.95","13138.97","39","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8534","Panorama Ocean Suite","Confirmed","2024-02-07","19:33:00","Thursday","2024-02-08","2024-02-12","144000.00","4.39","33464.27","43","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8535","Junior Suite","Confirmed","2024-02-05","11:42:00","Thursday","2024-02-08","2024-02-11","63000.00","4.82","21173.24","18","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8536","Junior Suite","Confirmed","2024-01-28","10:13:00","Thursday","2024-02-08","2024-02-10","42000.00","5.26","21173.24","45","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8537","Super Deluxe Twin","Confirmed","2024-01-12","20:44:00","Thursday","2024-02-08","2024-02-13","45000.00","5.70","9601.17","34","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8538","Super Deluxe Twin","Confirmed","2024-01-25","08:37:00","Thursday","2024-02-08","2024-02-10","18000.00","6.14","9601.17","48","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8539","Junior Suite","Confirmed","2024-01-21","13:24:00","Thursday","2024-02-08","2024-02-11","63000.00","6.58","21173.24","46","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8540","Infinity Sea View","Confirmed","2024-01-31","13:44:00","Thursday","2024-02-08","2024-02-12","60000.00","7.02","13138.97","49","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8541","Super Deluxe Twin","Confirmed","2024-01-30","17:03:00","Thursday","2024-02-08","2024-02-12","36000.00","7.46","9601.17","29","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8542","Junior Suite","Confirmed","2024-01-24","17:09:00","Friday","2024-02-09","2024-02-11","46200.00","0.44","23173.39","21","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8543","Super Deluxe King","Confirmed","2024-01-16","08:55:00","Friday","2024-02-09","2024-02-13","46200.00","0.88","10759.98","24","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8544","Infinity Sea View","Confirmed","2024-01-22","11:51:00","Friday","2024-02-09","2024-02-11","33000.00","1.32","14380.26","16","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8545","Super Deluxe Twin","Confirmed","2024-01-11","08:51:00","Friday","2024-02-09","2024-02-11","19800.00","1.75","10074.33","17","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8546","Junior Suite","Confirmed","2024-01-29","12:47:00","Friday","2024-02-09","2024-02-14","115500.00","2.19","23173.39","12","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8547","Junior Suite","Confirmed","2024-02-08","10:31:00","Friday","2024-02-09","2024-02-11","46200.00","2.63","23173.39","25","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8548","Super Deluxe Twin","Confirmed","2024-01-26","10:20:00","Friday","2024-02-09","2024-02-10","9900.00","3.07","10074.33","27","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8549","Panorama Ocean Suite","Confirmed","2024-01-11","19:14:00","Friday","2024-02-09","2024-02-14","198000.00","3.51","36083.58","48","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8550","Panorama Ocean Suite","Confirmed","2024-01-24","12:02:00","Friday","2024-02-09","2024-02-11","79200.00","3.95","36083.58","29","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8551","Super Deluxe King","Confirmed","2024-02-08","20:47:00","Friday","2024-02-09","2024-02-10","11550.00","4.39","10759.98","48","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8552","Super Deluxe Twin","Confirmed","2024-01-27","08:21:00","Friday","2024-02-09","2024-02-14","49500.00","4.82","10074.33","18","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8553","Junior Suite","Confirmed","2024-01-11","15:04:00","Friday","2024-02-09","2024-02-11","46200.00","5.26","23173.39","46","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8554","Super Deluxe Twin","Confirmed","2024-02-04","19:44:00","Friday","2024-02-09","2024-02-13","39600.00","5.70","10074.33","14","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8555","Super Deluxe Twin","Confirmed","2024-01-23","17:11:00","Friday","2024-02-09","2024-02-10","9900.00","6.14","10074.33","41","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8556","Super Deluxe Twin","Confirmed","2024-01-31","16:11:00","Friday","2024-02-09","2024-02-13","39600.00","6.58","10074.33","16","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8557","Infinity Sea View","Confirmed","2024-01-11","20:24:00","Friday","2024-02-09","2024-02-12","49500.00","7.02","14380.26","23","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8558","Super Deluxe King","Confirmed","2024-01-14","10:15:00","Friday","2024-02-09","2024-02-12","34650.00","7.46","10759.98","24","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8559","Panorama Ocean Suite","Confirmed","2024-02-06","17:29:00","Friday","2024-02-09","2024-02-11","79200.00","7.89","36083.58","33","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8560","Super Deluxe King","Confirmed","2024-01-24","18:47:00","Friday","2024-02-09","2024-02-13","46200.00","8.33","10759.98","19","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8561","Super Deluxe King","Confirmed","2024-01-23","13:20:00","Friday","2024-02-09","2024-02-12","34650.00","8.77","10759.98","42","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8562","Junior Suite","Confirmed","2024-01-13","15:58:00","Friday","2024-02-09","2024-02-11","46200.00","9.21","23173.39","24","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8563","Super Deluxe Twin","Confirmed","2024-02-06","20:33:00","Friday","2024-02-09","2024-02-14","49500.00","9.65","10074.33","17","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8564","Junior Suite","Confirmed","2024-01-26","15:41:00","Friday","2024-02-09","2024-02-13","92400.00","10.09","23173.39","17","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8565","Junior Suite","Confirmed","2024-01-23","13:17:00","Friday","2024-02-09","2024-02-12","69300.00","10.53","23173.39","46","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8566","Panorama Ocean Suite","Confirmed","2024-01-24","15:08:00","Friday","2024-02-09","2024-02-11","79200.00","10.96","36083.58","41","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8567","Super Deluxe King","Confirmed","2024-01-11","12:32:00","Friday","2024-02-09","2024-02-11","23100.00","11.40","10759.98","19","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8568","Junior Suite","Confirmed","2024-01-29","17:58:00","Friday","2024-02-09","2024-02-10","23100.00","11.84","23173.39","31","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8569","Super Deluxe Twin","Confirmed","2024-01-18","17:41:00","Friday","2024-02-09","2024-02-10","9900.00","12.28","10074.33","43","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8570","Super Deluxe Twin","Confirmed","2024-02-07","11:18:00","Saturday","2024-02-10","2024-02-14","39600.00","0.44","10738.07","34","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8571","Panorama Ocean Suite","Confirmed","2024-01-11","20:22:00","Saturday","2024-02-10","2024-02-11","39600.00","0.88","34519.44","41","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8572","Super Deluxe King","Confirmed","2024-01-29","15:05:00","Saturday","2024-02-10","2024-02-14","46200.00","1.32","11101.54","21","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8573","Super Deluxe King","Confirmed","2024-01-25","20:47:00","Saturday","2024-02-10","2024-02-14","46200.00","1.75","11101.54","47","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8574","Infinity Sea View","Confirmed","2024-02-08","09:13:00","Saturday","2024-02-10","2024-02-15","82500.00","2.19","15034.67","48","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8575","Junior Suite","Confirmed","2024-01-18","14:58:00","Saturday","2024-02-10","2024-02-13","69300.00","2.63","22053.01","24","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8576","Super Deluxe Twin","Confirmed","2024-01-17","09:24:00","Saturday","2024-02-10","2024-02-15","49500.00","3.07","10738.07","38","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8577","Panorama Ocean Suite","Confirmed","2024-01-16","13:59:00","Saturday","2024-02-10","2024-02-15","198000.00","3.51","34519.44","31","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8578","Super Deluxe King","Confirmed","2024-01-24","17:31:00","Saturday","2024-02-10","2024-02-12","23100.00","3.95","11101.54","34","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8579","Panorama Ocean Suite","Confirmed","2024-02-05","16:22:00","Saturday","2024-02-10","2024-02-15","198000.00","4.39","34519.44","15","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8580","Super Deluxe Twin","Confirmed","2024-01-30","11:03:00","Saturday","2024-02-10","2024-02-14","39600.00","4.82","10738.07","10","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8581","Super Deluxe King","Confirmed","2024-01-17","12:23:00","Saturday","2024-02-10","2024-02-12","23100.00","5.26","11101.54","41","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8582","Super Deluxe Twin","Confirmed","2024-01-15","18:05:00","Saturday","2024-02-10","2024-02-12","19800.00","5.70","10738.07","38","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8583","Super Deluxe Twin","Confirmed","2024-01-22","17:42:00","Saturday","2024-02-10","2024-02-14","39600.00","6.14","10738.07","40","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8584","Super Deluxe Twin","Confirmed","2024-01-20","17:50:00","Saturday","2024-02-10","2024-02-12","19800.00","6.58","10738.07","14","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8585","Infinity Sea View","Confirmed","2024-01-29","10:13:00","Saturday","2024-02-10","2024-02-12","33000.00","7.02","15034.67","10","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8586","Panorama Ocean Suite","Confirmed","2024-01-16","08:27:00","Saturday","2024-02-10","2024-02-14","158400.00","7.46","34519.44","36","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8587","Junior Suite","Confirmed","2024-02-02","19:32:00","Saturday","2024-02-10","2024-02-13","69300.00","7.89","22053.01","35","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8588","Super Deluxe King","Confirmed","2024-01-13","19:33:00","Saturday","2024-02-10","2024-02-13","34650.00","8.33","11101.54","16","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8589","Super Deluxe King","Confirmed","2024-01-28","08:09:00","Saturday","2024-02-10","2024-02-12","23100.00","8.77","11101.54","24","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
"8590","Super Deluxe Twin","Confirmed","2024-01-26","09:25:00","Saturday","2024-02-10","2024-02-14","39600.00","9.21","10738.07","28","1","2025-02-28 07:37:45","2025-02-28 07:37:45"
